album_id;album_date_released;album_image_file;album_producer;album_title;album_tracks;artist_url;tags
1007;11/18/2008;https://freemusicarchive.org/img/generic/album-default-radio.png;Brian Turner;Hank IV Live at WFMU on Brian's Show on 11/18/2008;12;http://freemusicarchive.org/music/Hank_IV/;[]
10070;;https://freemusicarchive.org/file/images/albums/Harpoon_Forever_-_Life-Size_Cut-Out_-_2011091812423597.jpg;;Life-Size Cut-Out;4;http://freemusicarchive.org/music/Harpoon_Forever/;[]
10071;;https://freemusicarchive.org/file/images/albums/Kitchens_Floor_-_Look_Forward_to_Nothing_-_2011091835012781.jpg;;Look Forward to Nothing;2;http://freemusicarchive.org/music/Kitchens_Floor/;[]
10073;;https://freemusicarchive.org/file/images/albums/Scattered_Order_-_A_solar_rush_towards_a_treble_heaven_-_2011091841353616.jpeg;;A solar rush towards a treble heaven;1;http://freemusicarchive.org/music/Scattered_Order/;[]
10074;;https://freemusicarchive.org/file/images/albums/Rat_King_-_OLD_DEMO_NEW_MIX_-_2011091850927906.jpg;;OLD DEMO NEW MIX;1;http://freemusicarchive.org/music/Rat_King/;[]
10075;9/18/2011;https://freemusicarchive.org/file/images/albums/Ergo_Phizmiz_-_Ergos_Disco_Van_Dango_-_2011091882115033.jpg;;Ergo's Disco Van Dango;6;http://freemusicarchive.org/music/Ergo_Phizmiz/;[]
10076;10/06/2006;https://freemusicarchive.org/file/images/albums/Digital_Primitives_-_Digital_Primitives_-_20110918104029623.jpg;;Digital Primitives;3;http://freemusicarchive.org/music/Digital_Primitives/;[]
10077;8/06/2003;https://freemusicarchive.org/file/images/albums/Digital_Primitives_-_America_-_20110918112005449.jpg;;America;3;http://freemusicarchive.org/music/Digital_Primitives/;['digital primitives', 'assif tsahar']
10078;1/01/2006;https://freemusicarchive.org/file/images/albums/Agusti_Fernandez_-_Sea_Of_Lead_-_2011101793434421.jpg;;Sea Of Lead;3;http://freemusicarchive.org/music/Agusti_Fernandez/;[]
10079;6/08/2005;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_Solitude_-_20110918120250657.jpg;;Solitude;4;http://freemusicarchive.org/music/Assif_Tsahar/;[]
10080;9/13/2011;https://freemusicarchive.org/file/images/albums/Jared_C_Balogh_-_Chaotic-Life-Fin_-_20110918190725566.jpg;;Chaotic-Life-Fin;9;http://freemusicarchive.org/music/Balogh/;['jared balogh', 'progressive jazz', 'baloghjared c balogh', 'solo', 'progressive', 'balogh', 'classical jazz', 'jared c balogh', 'enough records', 'revitalized eyes', 'stuggle', 'happiness', 'emotional', 'love', 'jazz', 'vibrophone', 'composed music', 'electro acoustic', 'experimental', 'violin', 'composed', 'classical', 'piano', 'compositional', 'composer', 'avant garde']
10082;;https://freemusicarchive.org/file/images/albums/Tank_-_Last_Night_I_Saw_Everything_In_Slow_Motion_Single_-_2011091965432045.jpg;;Last Night I Saw Everything In Slow Motion (Single);1;http://freemusicarchive.org/music/Tank/;[]
10083;;https://freemusicarchive.org/file/images/albums/Mondo_Phase_Band_-_Live_-_May_2011_-_2011091970706294.jpg;;Live - May 2011;1;http://freemusicarchive.org/music/Mondo_Phase_Band/;[]
10084;;https://freemusicarchive.org/file/images/albums/Furchick_-_Rabbits_In_Space_-_2011091972815537.jpg;;Rabbits In Space;1;http://freemusicarchive.org/music/Furchick/;[]
10085;;https://freemusicarchive.org/file/images/albums/onion_-_Ladyz_In_Noyz_Australia_Volume_1_-_2011091974532688.jpg;;Ladyz In Noyz Australia Volume 1;1;http://freemusicarchive.org/music/onion/;[]
10086;;https://freemusicarchive.org/file/images/albums/Scraps_-_Suddenly_Ur_In_My_Heart_Single_-_2011091980246975.jpg;;Suddenly Ur In My Heart (Single);1;http://freemusicarchive.org/music/Scraps/;[]
10087;;https://freemusicarchive.org/file/images/albums/Chrome_Dome_-_Life_Its_A_Party_Single_-_2011091983215061.jpg;;Life It's A Party (Single);1;http://freemusicarchive.org/music/Chrome_Dome/;[]
10088;;https://freemusicarchive.org/file/images/albums/Okkyung_Lee_with_Tom_Rainey_Liberty_Ellman_and_Skuli_Sverrisson_-_Live_at_ISSUE_42711_-_2011091991719963.jpg;;Live at ISSUE 4/27/11;4;http://freemusicarchive.org/music/Okkyung_Lee_with_Tom_Rainey_Liberty_Ellman_and_Skuli_Sverrisson/;[]
10089;;https://freemusicarchive.org/file/images/albums/Caught_Ship_-_Ground_Foot_-_2011091984041522.jpg;;Ground Foot;1;http://freemusicarchive.org/music/Caught_Ship/;[]
10090;;https://freemusicarchive.org/file/images/albums/Bare_Grillz_-_Sweet_Grillz_Split_-_2011091985449029.jpg;;Sweet Grillz Split;1;http://freemusicarchive.org/music/Bare_Grillz/;[]
10091;9/19/2011;https://freemusicarchive.org/file/images/albums/Dissolved_-_Vaporous_Weeks_-_20110919120304624.jpg;;Vaporous Weeks;16;http://freemusicarchive.org/music/Dissolved/;['experimental electronica', 'downtempo', 'evp', 'sound collage', 'abstract', 'idm', 'tape loops']
10094;5/12/2011;https://freemusicarchive.org/file/images/albums/Cotus_Int_-_Dead_Excitement_EP_-_2011092015801328.jpg;;Dead Excitement EP;1;http://freemusicarchive.org/music/Cotus_Int/;[]
10095;;https://freemusicarchive.org/file/images/albums/Obits_-_Live_at_Bottom_of_the_Hill_8222011_-_20110920112647907.jpg;;Live at Bottom of the Hill 8/22/2011;15;http://freemusicarchive.org/music/Obits/;[]
10096;;https://freemusicarchive.org/file/images/albums/Superstar_-_Live_AT_NSC_-_20110920110037881.jpg;;Live at NSC;1;http://freemusicarchive.org/music/Superstar/;[]
10097;;https://freemusicarchive.org/file/images/albums/The_Nugs_-_Too_Nugged_To_Drunk_-_20110920111802752.jpg;;Too Nugged To Drunk;1;http://freemusicarchive.org/music/The_Nugs/;[]
10098;;https://freemusicarchive.org/img/generic/album-default-lp-transparent.png;;Isvolt;1;http://freemusicarchive.org/music/HORSE_MACGYVER/;[]
101;1/01/2007;https://freemusicarchive.org/file/images/albums/Bird_Names_-_Wooden_Lake_Sexual_Diner_-_2009113011942440.jpg;;Wooden Lake Sexual Diner;3;http://freemusicarchive.org/music/Bird_Names/;[]
10100;10/11/2011;https://freemusicarchive.org/file/images/albums/Nonhorse_-_Clandestine_Cassette_Series__Two_-_20110920134835550.png;;Clandestine Cassette Series # Two;1;http://freemusicarchive.org/music/Nonhorse/;[]
10101;8/16/2011;https://freemusicarchive.org/file/images/albums/Just_Plain_Ant_-_The_Bridge_Featuring_Sleaze_-_20110920140619408.jpg;;The Bridge (Featuring Sleaze);5;http://freemusicarchive.org/music/Just_Plain_Ant/;[]
10104;9/13/2011;https://freemusicarchive.org/file/images/albums/Just_Plain_Ant_-_Nothing_Begets_Nothing_EP_-_20110920142130131.jpg;;Nothing Begets Nothing EP;4;http://freemusicarchive.org/music/Just_Plain_Ant/;[]
10105;9/06/2011;https://freemusicarchive.org/file/images/albums/Just_Plain_Ant_-_albumtitle_-_20110920145247498.jpg;;[albumtitle];15;http://freemusicarchive.org/music/Just_Plain_Ant/;[]
10106;10/11/2011;https://freemusicarchive.org/file/images/albums/Neptune_-_Silent_Partner_-_20110920144222910.png;;Silent Partner;1;http://freemusicarchive.org/music/Neptune/;[]
10108;;https://freemusicarchive.org/file/images/albums/Eleven_Twenty-Nine_-_Eleven_Twenty-Nine_-_20110920150953202.png;;Eleven Twenty-Nine;1;http://freemusicarchive.org/music/Eleven_Twenty-Nine/;[]
10109;;https://freemusicarchive.org/file/images/albums/Rhys_Chatham_-_Outdoor_Spell_-_20110920153040869.png;;Outdoor Spell;2;http://freemusicarchive.org/music/Rhys_Chatham/;[]
1011;11/01/2003;https://freemusicarchive.org/img/generic/album-default-live.png;Terre T;Live at WFMU on Terre T's Show on 11/1/2003;25;http://freemusicarchive.org/music/Measles_Mumps_Rubella/;[]
10111;9/20/2011;https://freemusicarchive.org/file/images/albums/Brandy_Alexander_Project__Laps_-_EPP1_-_2011092155525738.jpg;;EPP1;6;http://freemusicarchive.org/music/Brandy_Alexander_Project__Laps/;[]
10112;9/19/2011;https://freemusicarchive.org/file/images/albums/Handbook_-_Bad_Panda_100_-_2011092194043437.jpg;;Bad Panda #100;1;http://freemusicarchive.org/music/Handbook/;[]
10113;9/21/2011;https://freemusicarchive.org/file/images/albums/alright_lover_-_Dissembler_-_20110921110056221.jpg;;Dissembler;12;http://freemusicarchive.org/music/alright_lover/;[]
10114;;https://freemusicarchive.org/file/images/albums/Obits_-_Live_at_The_Satellite_8242011_-_20110921114942148.jpg;;Live at The Satellite 8/24/2011;16;http://freemusicarchive.org/music/Obits/;[]
10115;9/05/2011;https://freemusicarchive.org/file/images/albums/Yair_Yona_-_Live_at_WFMU_on_Irene_Trudels_Show_on_September_5_2011_-_20110921125013070.jpg;Irene Trudel;Live at WFMU on Irene Trudel's Show on September 5, 2011;8;http://freemusicarchive.org/music/Yair_Yona/;[]
10116;7/01/2009;https://freemusicarchive.org/file/images/albums/WOMAN_-_ST_-_20110921132602376.jpg;;S/T;1;http://freemusicarchive.org/music/WOMAN/;[]
10117;9/16/2011;https://freemusicarchive.org/file/images/albums/Hans_Chew_-_Live_at_WFMU_on_The_Long_Rally_with_Scott_McDowell_on_September_16_2011_-_20110921144641940.jpg;Scott McDowell;Live at WFMU on The Long Rally with Scott McDowell on September 16, 2011;4;http://freemusicarchive.org/music/Hans_Chew/;[]
10118;9/20/2011;https://freemusicarchive.org/file/images/albums/No_Babies_-_Live_at_WFMU_on_Marty_McSorleys_Show_on_September_20_2011_-_20110921155842436.jpg;Scott McDowell;Live at WFMU on Marty McSorley's Show on September 20, 2011;9;http://freemusicarchive.org/music/No_Babies/;[]
10119;9/13/2011;https://freemusicarchive.org/file/images/albums/High_Castle_-_Live_at_WFMU_on_Marty_McSorleys_Show_on_September_13_2011_-_20110921170012148.jpg;Marty McSorley;Live at WFMU on Marty McSorley's Show on September 13, 2011;8;http://freemusicarchive.org/music/High_Castle/;[]
10120;;https://freemusicarchive.org/file/images/albums/Mere_Women_-_Blonde_Kid_Demo_-_2011092295116256.jpg;;Blonde Kid (Demo);1;http://freemusicarchive.org/music/Mere_Women/;[]
10121;;https://freemusicarchive.org/file/images/albums/Kirin_J_Callinan_-_Siberia_Flexi_Postcard_-_2011092295933185.jpg;;Siberia Flexi Postcard;1;http://freemusicarchive.org/music/Kirin_J_Callinan/;[]
10123;9/24/2011;https://freemusicarchive.org/file/images/albums/Pilesar_-_Unusable_Signal_Reissue_-_2011092495847815.jpg;;Unusable Signal (Reissue);16;http://freemusicarchive.org/music/Pilesar/;[]
10124;5/05/2011;https://freemusicarchive.org/file/images/albums/happiness_in_aeroplanes_-_Hunted_Like_A_Ghost_Machine_-_20110924122952530.jpg;;Hunted Like A Ghost Machine;15;http://freemusicarchive.org/music/happiness_in_aeroplanes/;[]
10125;;https://freemusicarchive.org/file/images/albums/Morphamish_-_Another_Position_EP_-_20110924115657955.jpeg;;Another Position EP;6;http://freemusicarchive.org/music/Morphamish/;['2step', 'future garage', 'bass', 'garage']
10126;;https://freemusicarchive.org/file/images/albums/Opul_-_Provocateur_-_20110924120502844.jpg;;Provocateur;4;http://freemusicarchive.org/music/Opul/;[]
10127;;https://freemusicarchive.org/file/images/albums/Mark_Neil_-_Blue_-_20110924122545247.jpg;;Blue;11;http://freemusicarchive.org/music/Mark_Neil/;[]
10128;;https://freemusicarchive.org/file/images/albums/San_Pedro_El_Cortez_-_El_VALS_MEFISTO_-_20110925133131183.jpg;;El VALS MEFISTO;3;http://freemusicarchive.org/music/San_Pedro_El_Cortez/;[]
10129;9/25/2011;https://freemusicarchive.org/file/images/albums/Benji_Cossa_-_Favorites_01_Sebastian_Blanck_-_20110925201439006.jpg;Benji Cossa;Favorites 01: Sebastian Blanck;10;http://freemusicarchive.org/music/Benji_Cossa/;['songs', 'sebastian blanck', '4 track', 'benji cossa', 'lo-fi', 'singer-songwriter']
10131;;https://freemusicarchive.org/file/images/albums/Efa_Hfaille_-_la_sieste_de_l_aprs_midi_-_2011092680117677.jpg;;la sieste de l aprés midi;7;http://freemusicarchive.org/music/Efa_Hfaille/;[]
10132;5/27/2011;https://freemusicarchive.org/file/images/albums/Cellular_Chaos_-_Demo_-_Live_51211_-_20110927140855670.jpg;;Demo - Live 5.12.11;5;http://freemusicarchive.org/music/Cellular_Chaos/;[]
10133;9/22/2011;https://freemusicarchive.org/file/images/albums/German_Measles_-_Live_at_WFMU_on_Talks_Cheap_with_Jason_Sigel_September_22_2011_-_20110927144616123.JPG;Jason Sigal;Live at WFMU on Talk's Cheap with Jason Sigal September 22, 2011;9;http://freemusicarchive.org/music/The_German_Measles/;[]
10134;9/04/2011;https://freemusicarchive.org/file/images/albums/Bandana_Splits_-_Live_at_WFMU_on_Gaylord_Fields_Show_September_4_2011_-_20110927152200436.jpg;;Live at WFMU on Gaylord Fields' Show September 4, 2011;6;http://freemusicarchive.org/music/Bandana_Splits/;[]
10135;6/21/2011;https://freemusicarchive.org/file/images/albums/F_L_T_R_S_K_-_People_and_Places_-_20110927152811245.jpg;JB Lawrence;People and Places;8;http://freemusicarchive.org/music/F_L_T_R_S_K/;[]
10136;9/27/2011;https://freemusicarchive.org/file/images/albums/_vlub__-_WHNZ32ABRAMLAGA_-_20110927155545712.jpg;;WHNZ:32:ABRAMÁLAGA;8;http://freemusicarchive.org/music/_vlub_/;[]
10138;9/27/2011;https://freemusicarchive.org/file/images/albums/junior85_-_Ray_-_A_Life_Underwater_-_20110927160827719.jpg;Tony Higgins;Ray - A Life Underwater;9;http://freemusicarchive.org/music/junior85/;[]
10139;9/04/2011;https://freemusicarchive.org/file/images/albums/Ivy_-_Live_at_WFMU_on_Gaylord_Fields_Show_September_4_2011_-_20110927173448443.jpg;;Live at WFMU on Gaylord Fields' Show September 4, 2011;6;http://freemusicarchive.org/music/Ivy/;[]
10140;9/21/2011;https://freemusicarchive.org/file/images/albums/Mike_Doughty_-_Live_at_WFMU_on_Irwins_Show_September_21_2011_-_20110928115003100.jpg;Irwin Chusid;Live at WFMU on Irwin's Show September 21, 2011;18;http://freemusicarchive.org/music/Mike_Doughty/;[]
10141;8/01/2003;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_JAM_-_20110928100306255.jpg;;JAM;3;http://freemusicarchive.org/music/Assif_Tsahar/;[]
10142;5/24/2000;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_deals_ideas_ideals_-_20110928103210541.jpg;;deals, ideas, ideals;4;http://freemusicarchive.org/music/Assif_Tsahar/;[]
10143;8/01/2003;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_Come_sunday_-_20110928104752628.jpg;;Come sunday;3;http://freemusicarchive.org/music/Assif_Tsahar/;[]
10144;9/28/2011;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_Embracing_the_void_-_20110928111244843.jpg;;Embracing the void;3;http://freemusicarchive.org/music/Assif_Tsahar/;[]
10145;1/01/2005;https://freemusicarchive.org/file/images/albums/Assif_Tsahar_-_Lost_brother_-_20110928111406056.jpg;;Lost brother;3;http://freemusicarchive.org/music/Digital_Primitives/;['cooper moore', 'digital primitives']
10146;8/31/2011;https://freemusicarchive.org/file/images/albums/Abstract_Artimus_-_Live_at_WFMU_on_Beastin_The_Airwaves_with_Keili_on_August_31_2011_-_20110928142407271.png;Keili;Live at WFMU on Beastin' The Airwaves with Keili on August 31, 2011;18;http://freemusicarchive.org/music/Abstract_Artimus/;[]
10148;9/27/2011;https://freemusicarchive.org/img/generic/album-default-radio.png;Marty McSorley;Live at WFMU on Marty McSorley's Show on September 27, 2011;6;http://freemusicarchive.org/music/Whitman/;[]
10150;10/01/2011;https://freemusicarchive.org/file/images/albums/The_Embarrassment_-_Sex_Drive_bw_Patio_Set_7_-_20110928170902079.jpg;;"""Sex Drive"" b/w ""Patio Set"" 7""";1;http://freemusicarchive.org/music/The_Embarrassment/;[]
