artist_id,artist_active_year_begin,artist_active_year_end,artist_image_file,artist_location,artist_name,artist_url,artist_website,tags
10014,2002,2007,https://freemusicarchive.org/file/images/artists/Chuck_Bettis__Toshio_Kajiwara_-_20120213204824650.jpg,New York & Tokyo,Chuck Bettis & Toshio Kajiwara,http://freemusicarchive.org/music/Chuck_Bettis__Toshio_Kajiwara/,www.chuckbettis.com,"['chuck bettis', 'toshio kajiwara']"
10015,,,https://freemusicarchive.org/file/images/artists/Andy__Zeus_-_20110124114711516.jpg,"Brooklyn, NY",Andy & Zeus,http://freemusicarchive.org/music/Andy__Zeus/,http://andyandzeus.bandcamp.com/,"['andy zeus', 'experimental pop', 'progressive', 'electronic', 'drone', 'new age', 'psychedelic', 'kosmische musik', 'space music']"
10016,,,https://freemusicarchive.org/file/images/artists/Ami_Dang_-_20110124125128037.jpg,"Baltimore, MD",Ami Dang,http://freemusicarchive.org/music/Ami_Dang/,http://www.amidang.com/,['ami dang']
10017,,,https://freemusicarchive.org/file/images/artists/Mind_Over_Midi_-_20110124134430627.jpg,Norway,Mind Over Midi,http://freemusicarchive.org/music/Mind_Over_Midi/,http://www.mindovermidi.no,['mind over midi']
10018,,,https://freemusicarchive.org/file/images/artists/stockfinster_-_20110124145225394.jpg,"Malmö, Sweden",stockfinster.,http://freemusicarchive.org/music/stockfinster/,http://stockfinster.nu/,['stockfinster']
10019,,,https://freemusicarchive.org/file/images/artists/voyageurs_-_20120328131416435.JPG,"Fayetteville, AR 72701",voyageurs,http://freemusicarchive.org/music/voyageurs/,http://voyageurs.bandcamp.com,['voyageurs']
10020,,,https://freemusicarchive.org/file/images/artists/Delicate_Steve_-_20110124192515089.jpg,,Delicate Steve,http://freemusicarchive.org/music/Delicate_Steve/,http://delicatesteve.com/,['delicate steve']
10022,,,https://freemusicarchive.org/file/images/artists/Julian_Lynch_-_20110125142650429.jpg,"Ridgewood, NJ",Julian Lynch,http://freemusicarchive.org/music/Julian_Lynch/,http://julianlynch.bandcamp.com/,['julian lynch']
10023,,,https://freemusicarchive.org/file/images/artists/Waylon_Thornton_and_the_Heavy_Hands_-_2013050203337586.jpg,"Lake Butler, Florida",Waylon Thornton and the Heavy Hands,http://freemusicarchive.org/music/Waylon_Thornton_and_the_Heavy_Hands/,http://theheavyhands.bandcamp.com,['waylon thornton and the heavy hands']
10024,2010,,https://freemusicarchive.org/file/images/artists/Crawl_Max_-_20110125163504666.jpg,"Cucumber, Driveby",Crawl Max,http://freemusicarchive.org/music/Crawl_Max/,http://www.archive.org/details/Crawl_Max_0001,"['crawl max', 'rar']"
10026,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Redtheplaneeet,http://freemusicarchive.org/music/Redtheplaneeet_1580/,,['redtheplaneeet']
10027,,,https://freemusicarchive.org/file/images/artists/Waylon_Thornton_-_2012061793125465.jpg,"Lake Butler, Florida",Waylon Thornton,http://freemusicarchive.org/music/Waylon_Thornton/,http://waylonthornton.tumblr.com,['waylon thornton']
10028,,,https://freemusicarchive.org/file/images/artists/Ba_Babes_-_20110125191318734.jpg,New Jersey,Ba Babes,http://freemusicarchive.org/music/Ba_Babes/,http://bababes.tumblr.com,['ba babes']
10030,,,https://freemusicarchive.org/file/images/artists/Catholic_Spray_-_20110125212624534.jpg,"Paris, France",Catholic Spray,http://freemusicarchive.org/music/Catholic_Spray/,http://myspace.com/catholicspray,"['catholic spray', 'garage', 'french', 'punk', 'noise']"
10031,,,https://freemusicarchive.org/file/images/artists/Holy_Coast_-_20110125220635217.jpg,"Athens, Georgia",Holy Coast,http://freemusicarchive.org/music/Holy_Coast/,http://myspace.com/geminicricketband,['holy coast']
10034,2005,0,https://freemusicarchive.org/file/images/artists/Cave_Bears_-_20110127113534157.jpg,Massachusetts,Cave Bears,http://freemusicarchive.org/music/Cave_Bears/,http://www.cavebears.suchfun.net,"['cave bears', 'failure', 'noise', 'performance art', 'no weird america', 'lowest form of creativity', 'spoken word']"
10035,,,https://freemusicarchive.org/file/images/artists/Reve_Steich_-_20110126181556380.jpg,,Reve Steich,http://freemusicarchive.org/music/Reve_Steich/,http://www.archive.org/details/Reve_Steich_0001,"['reve steich', 'unrecordism']"
10036,1994,1995,https://freemusicarchive.org/file/images/artists/The_Meta-matics_-_20110126194738679.jpeg,"Washington, DC ",The Meta-matics,http://freemusicarchive.org/music/The_Meta-matics/,http://www.chuckbettis.com,"['the meta-matics', 'aaron brenner', 'frankie vogl', 'chuck bettis', 'malcolm mcduffie']"
10040,1994,,https://freemusicarchive.org/img/generic/album-default-live.png,Brooklyn & Queens,Chuck Bettis & Evan Rapport,http://freemusicarchive.org/music/Chuck_Bettis__Evan_Rapport/,http://www.chuckbettis.com,"['chuck bettis', 'evan rapport']"
10042,,,https://freemusicarchive.org/file/images/artists/Splatinum_-_20110128114714802.jpg,"Seattle, WA",Splatinum,http://freemusicarchive.org/music/Splatinum/,http://splatinum.com/,['splatinum']
10043,,,https://freemusicarchive.org/file/images/artists/Joe_Boyd_and_Robyn_Hitchcock_-_20110128140940951.jpg,,Joe Boyd and Robyn Hitchcock,http://freemusicarchive.org/music/Joe_Boyd_and_Robyn_Hitchcock/,http://www.joeboyd.co.uk/,"['joe boyd', 'robyn hitchcock']"
10044,,,https://freemusicarchive.org/file/images/artists/Horse_Feathers_-_20110128142339967.jpg,"Portland, Oregon",Horse Feathers,http://freemusicarchive.org/music/Horse_Feathers/,http://horsefeatherstheband.com/,['horse feathers']
10045,,,https://freemusicarchive.org/file/images/artists/Yuni_In_Taxco_-_20110128144345793.jpg,"Seattle, Washington",Yuni In Taxco,http://freemusicarchive.org/music/Yuni_In_Taxco/,http://yuni.bandcamp.com/,['yuni in taxco']
10046,,,https://freemusicarchive.org/file/images/artists/Bryan_John_Appleby_-_20110128150649476.jpg,"Seattle, WA",Bryan John Appleby,http://freemusicarchive.org/music/Bryan_John_Appleby/,http://bryanjohnappleby.bandcamp.com/,['bryan john appleby']
10047,,,https://freemusicarchive.org/file/images/artists/Dirty_Projectors_-_20110128150240222.jpg,"Brooklyn, NY",Dirty Projectors,http://freemusicarchive.org/music/Dirty_Projectors/,http://www.dirtyprojectors.net/,['dirty projectors']
10048,,,https://freemusicarchive.org/file/images/artists/Dale_Earnhardt_Jr_Jr_-_20110128155520420.jpg,"Detroit, Michigan",Dale Earnhardt Jr. Jr.,http://freemusicarchive.org/music/Dale_Earnhardt_Jr_Jr/,http://www.daleearnhardtjrjr.com/home/,['dale earnhardt jr jr']
10049,,,https://freemusicarchive.org/file/images/artists/LaRue_-_20110128161520978.jpg,"Seattle, WA",LaRue,http://freemusicarchive.org/music/LaRue/,http://www.myspace.com/laruemusik,['larue']
10050,,,https://freemusicarchive.org/file/images/artists/Say_Hi_-_20110128152251766.jpg,"Seattle, WA",Say Hi,http://freemusicarchive.org/music/Say_Hi/,http://www.sayhitoyourmom.com/,['say hi']
10051,,,https://freemusicarchive.org/file/images/artists/The_Black_Angels_-_20110128152423666.jpg,"Austin, TX",The Black Angels,http://freemusicarchive.org/music/The_Black_Angels/,,['the black angels']
10053,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Frikstailers,http://freemusicarchive.org/music/Frikstailers/,,['frikstailers']
10054,,,https://freemusicarchive.org/file/images/artists/The_Love_Language_-_20110128162006496.jpg,"Raleigh, NC",The Love Language,http://freemusicarchive.org/music/The_Love_Language/,http://thelovelanguage.com,['the love language']
10055,,,https://freemusicarchive.org/file/images/artists/Truckasauras_-_20110128170243977.jpg,"Seattle, WA",Truckasauras,http://freemusicarchive.org/music/Truckasauras/,http://truckasauras.com/,['truckasauras']
10056,,,https://freemusicarchive.org/file/images/artists/The_Walkmen_-_20110128164456326.jpg,"New York, NY
Philadelphia, PA",The Walkmen,http://freemusicarchive.org/music/The_Walkmen/,http://thewalkmenmusic.blogspot.com/,['the walkmen']
10057,,,https://freemusicarchive.org/file/images/artists/Blue_Giant_-_20110128170751551.jpg,"Portland, OR",Blue Giant,http://freemusicarchive.org/music/Blue_Giant/,http://www.bluegiantland.com/,['blue giant']
10058,,,https://freemusicarchive.org/file/images/artists/Ra_Ra_Riot_-_20110128172607770.jpg,"Syracuse, NY",Ra Ra Riot,http://freemusicarchive.org/music/Ra_Ra_Riot/,http://www.rarariot.com/,['ra ra riot']
10059,,,https://freemusicarchive.org/file/images/artists/Narrows_-_20110128174133065.jpg,"Seattle, WA
London, UK
San Diego, CA",Narrows,http://freemusicarchive.org/music/Narrows/,http://www.facebook.com/narrows,['narrows']
10060,,,https://freemusicarchive.org/file/images/artists/Huun_Huur_Tu_-_20110128193956433.jpg,Tuva Republic,Huun Huur Tu,http://freemusicarchive.org/music/Huun_Huur_Tu/,http://www.huunhuurtu.ru/,"['huun huur tu', 'khoomei', 'throat-singing', 'overtone singing', 'tuva']"
10066,,,https://freemusicarchive.org/file/images/artists/Medos_Little_Trap_-_2011013164200071.jpg,Rome (Italy),Medo's Little Trap,http://freemusicarchive.org/music/Medos_Little_Trap/,http://www.facebook.com/pages/MeDos-Little-Trap/156495587727526?v=info,[]
10067,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Crush,http://freemusicarchive.org/music/Crush/,,[]
10068,,,https://freemusicarchive.org/file/images/artists/VYA_-_2011020173500299.png,Turkey,VİYA,http://freemusicarchive.org/music/VYA/,http://www.viyaband.com,[]
10069,,,https://freemusicarchive.org/file/images/artists/Teddy_Paoca_Preto_Loco_e_Renato_Fabbri_-_20110201113230820.png,Brazil,Teddy Paçoca Preto Loco e Renato Fabbri,http://freemusicarchive.org/music/Teddy_Paoca_Preto_Loco_e_Renato_Fabbri/,http://culturadigital.br/movimento/2011/01/30/o-minc-quem-te-viu/,[]
10071,,,https://freemusicarchive.org/img/generic/album-default-live.png,"Providence, Rhode Island",East of Borneo,http://freemusicarchive.org/music/East_of_Borneo/,,[]
10072,2000,,https://freemusicarchive.org/file/images/artists/Frump_Strumpet_Strife_-_2011020265720910.jpg,Chicago,Frump! Strumpet! Strife!,http://freemusicarchive.org/music/Frump_Strumpet_Strife/,,[]
10074,,,https://freemusicarchive.org/img/generic/album-default-live.png,"Brisbane, Australia",Gyanism,http://freemusicarchive.org/music/Gyanism/,,[]
10075,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Boy & The Echo Choir,http://freemusicarchive.org/music/Boy__The_Echo_Choir/,,[]
10076,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Shigeto,http://freemusicarchive.org/music/Shigeto/,,[]
10077,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Dubalizer,http://freemusicarchive.org/music/Dubalizer/,,[]
10078,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Small Radio,http://freemusicarchive.org/music/smallRADIO/,,[]
10079,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Giggs,http://freemusicarchive.org/music/Giggs/,,[]
10080,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Mathias Schaffhaeuser,http://freemusicarchive.org/music/Mathias_Schaffhaeuser/,,[]
10082,,,https://freemusicarchive.org/file/images/artists/NEW_YORK_feat_LOGRE_-_20110206153427697.jpg,,NEW YORK,http://freemusicarchive.org/music/NEW_YORK_feat_LOGRE/,www.wildrfid.net,[]
10083,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Arklight,http://freemusicarchive.org/music/Arklight/,,[]
10085,,,https://freemusicarchive.org/file/images/artists/Deep_Singh_and_Ikhlaq_Hussain_Khan_-_20110203164216974.JPG,"New York, New York",Deep Singh and Ikhlaq Hussain Khan,http://freemusicarchive.org/music/Deep_Singh_and_Ikhlaq_Hussain_Khan/,http://www.ragasitar.com/,[]
10086,1992,0,https://freemusicarchive.org/file/images/artists/Aterciopelados_-_20110204120225769.jpg,"Bogotá, Cundinamarca, Colombia",Aterciopelados,http://freemusicarchive.org/music/Aterciopelados/,http://www.aterciopelados.com/,[]
10089,,,https://freemusicarchive.org/file/images/artists/Active_Child_-_20110204143015697.jpg,"Los Angeles, CA",Active Child,http://freemusicarchive.org/music/Active_Child/,http://activechildmusic.com/,[]
10090,,,https://freemusicarchive.org/file/images/artists/Visqueen_-_20110204150814930.jpg,"Seattle, WA",Visqueen,http://freemusicarchive.org/music/Visqueen/,http://www.visqueenonline.com/,[]
10091,,,https://freemusicarchive.org/file/images/artists/Wavves_-_20110204153916031.jpg,"San Diego, CA",Wavves,http://freemusicarchive.org/music/Wavves/,http://wavves.net/,[]
10092,,,https://freemusicarchive.org/file/images/artists/Slacktone_-_20110204161429535.jpg,"Los Angeles & Orange County, CA",Slacktone,http://freemusicarchive.org/music/Slacktone/,http://www.slacktone.com/,[]
10093,,,https://freemusicarchive.org/file/images/artists/The_Missionary_Position_-_20110204163532187.jpg,"Seattle, WA",The Missionary Position,http://freemusicarchive.org/music/The_Missionary_Position/,http://www.themissionaryposition.us/,[]
10094,1977,,https://freemusicarchive.org/file/images/artists/Dr_Fuzz_-_2011020592420542.jpg,"Subotica, Former Yugoslavia (Serbia)",Dr. Fuzz,http://freemusicarchive.org/music/Dr_Fuzz/,http://nakaznik.net1zen.com/,[]
10098,,,https://freemusicarchive.org/file/images/artists/Innig_-_2011020685521058.jpg,"Brisbane, Australia",Innig,http://freemusicarchive.org/music/Innig/,http://www.myspace.com/inginnigni,[]
10099,,,https://freemusicarchive.org/file/images/artists/Terrakota_-_20120320131234226.jpg,,Terrakota,http://freemusicarchive.org/music/Terrakota/,http://www.myspace.com/terrakota,['terrakota']
101,,,https://freemusicarchive.org/file/images/artists/Charles_Manson_-_2009113014609314.jpg,San Qunetin,Charles Manson,http://freemusicarchive.org/music/Charles_Manson/,http://www.charliemanson.com/,['charles manson']
1010,,,https://freemusicarchive.org/file/images/artists/Josh_Mease_-_2009113015011776.jpg,,Josh Mease,http://freemusicarchive.org/music/Josh_Mease/,http://joshmease.com,['josh mease']
10100,,,https://freemusicarchive.org/file/images/artists/Rotterdam_Ska_Jazz_Foundation_-_20120217212553947.jpg,,Rotterdam Ska Jazz Foundation,http://freemusicarchive.org/music/Rotterdam_Ska_Jazz_Foundation/,http://www.rsjf.nl/,"['ska', 'reggae', 'rotterdam', 'jazz', 'brass']"
10102,,,https://freemusicarchive.org/file/images/artists/Scarm_-_20110206132723617.jpg,"St. Petersburg, Russia",Scarm,http://freemusicarchive.org/music/Scarm/,http://www.myspace.com/scarmmusic,[]
10105,2008,,https://freemusicarchive.org/file/images/artists/The_Munitionettes_-_2011020872425900.jpg,Milwaukee,The Munitionettes,http://freemusicarchive.org/music/The_Munitionettes/,http://www.myspace.com/munitionettes,[]
10106,2004,,https://freemusicarchive.org/file/images/artists/Sarah_Weis_-_20110208230610670.jpg,Chicago,Sarah Weis,http://freemusicarchive.org/music/Sarah_Weis/,http://sarahweis.com,[]
10107,,,https://freemusicarchive.org/file/images/artists/The_Carrier_Wave_-_2011020973024403.jpg,chicago,The Carrier Wave,http://freemusicarchive.org/music/The_Carrier_Wave/,http://www.thecarrierwave.com,[]
1011,2002,2007,https://freemusicarchive.org/file/images/artists/Measles_Mumps_Rubella_-_20120526212124559.jpg,"Washington, DC/Brooklyn, NY",Measles Mumps Rubella,http://freemusicarchive.org/music/Measles_Mumps_Rubella/,http://www.measlesmumpsrubella.com/,"['brooklyn', 'ryan hicks', 'brett lyman', 'washington dc', 'mark ropelewski', 'measles mumps rubella', 'chuck bettis', 'robert austin']"
10110,,,https://freemusicarchive.org/img/generic/album-default-live.png,,various @ semlabel,http://freemusicarchive.org/music/VA__SEM_label/,,[]
10113,2009,,https://freemusicarchive.org/file/images/artists/Trio_Metrik_-_2011021050718079.png,"Berlin, Germany",Trio Metrik,http://freemusicarchive.org/music/Trio_Metrik/,http://www.beeah-music.net/artists/triometrik,[]
10114,,,https://freemusicarchive.org/file/images/artists/Khaira_Arby_-_20110210160337684.JPG,Mali,Khaira Arby,http://freemusicarchive.org/music/Khaira_Arby/,http://www.myspace.com/khairaarby,[]
10115,2002,,https://freemusicarchive.org/file/images/artists/Jaill_-_20110210164355161.jpg,"Milwaukee, Wisconsin",Jaill,http://freemusicarchive.org/music/Jaill/,http://www.jaill.net,[]
10116,2008,,https://freemusicarchive.org/file/images/artists/Frankie__the_Pool_Boys_-_20110210171047303.jpg,"San Francisco, CA",Frankie & the Pool Boys,http://freemusicarchive.org/music/Frankie__the_Pool_Boys/,http://www.facebook.com/group.php?gid=322774929619,[]
10117,,,https://freemusicarchive.org/file/images/artists/Clinical_Archives_Mix_-_20110211124749797.jpg,,Clinical Archives Mix,http://freemusicarchive.org/music/Clinical_Archives_Mix/,http://clinicalarchives.blogspot.com,"['clinical archives mix', 'clinical archives']"
10119,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Roscoe Mitchell,http://freemusicarchive.org/music/Roscoe_Mitchell/,,[]
1012,1980,,https://freemusicarchive.org/file/images/artists/Meat_Puppets_-_20091209163129340.jpg,,Meat Puppets,http://freemusicarchive.org/music/Meat_Puppets/,http://meatpuppets.com,['meat puppets']
10120,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Jerome Bourdellon/Thomas Buckner/Dalila Khatir/Roscoe Mitchell,http://freemusicarchive.org/music/Jerome_BourdellonThomas_BucknerDalila_KhatirRoscoe_Mitchell/,www.mutablemusic.com,[]
10121,,,https://freemusicarchive.org/file/images/artists/Nafta_-_20110212112707283.jpg,"Subotica, Serbia",Nafta,http://freemusicarchive.org/music/Nafta/,http://www.myspace.com/naftaspace,[]
10122,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Cubenx,http://freemusicarchive.org/music/Cubenx/,,[]
10123,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Offthesky,http://freemusicarchive.org/music/Offthesky/,,[]
10124,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Un Escargot Vide ? Feat. Ono Osamu,http://freemusicarchive.org/music/Un_Escargot_Vide__Feat_Ono_Osamu/,,[]
10125,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Koutaro Fukui,http://freemusicarchive.org/music/Koutaro_Fukui/,,[]
10126,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Manrico Montero,http://freemusicarchive.org/music/Manrico_Montero/,,[]
10127,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Imagho Feat. Moinho,http://freemusicarchive.org/music/Imagho_Feat_Moinho/,,[]
10128,,,https://freemusicarchive.org/file/images/artists/Saito_Koji_-_20120619162834025.jpg,"Fukushima, Japan",Saito Koji,http://freemusicarchive.org/music/Saito_Koji/,http://semlabel.com/saitokoji/,"['drone', 'saito koji']"
10129,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Hiroki Sasajima,http://freemusicarchive.org/music/Hiroki_Sasajima/,,[]
10130,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Sébastien Druot,http://freemusicarchive.org/music/Sbastien_Druot/,,[]
10131,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Brometer,http://freemusicarchive.org/music/Brometer/,,[]
10132,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Mathon,http://freemusicarchive.org/music/Mathon/,,[]
10133,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Brendan Paxton,http://freemusicarchive.org/music/Brendan_Paxton/,,[]
10134,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Segue,http://freemusicarchive.org/music/Segue/,,[]
10136,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Benfay,http://freemusicarchive.org/music/Benfay/,,[]
10137,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Sgis,http://freemusicarchive.org/music/Sgis/,,[]
10138,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Entia Non,http://freemusicarchive.org/music/Entia_Non/,,[]
10139,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Letna,http://freemusicarchive.org/music/Letna/,,[]
10140,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Fjordne,http://freemusicarchive.org/music/Fjordne/,,[]
10141,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Fax,http://freemusicarchive.org/music/Fax/,,[]
10143,2009,,https://freemusicarchive.org/file/images/artists/Aethyr_-_2011021342138618.jpg,unknown,Aethyr,http://freemusicarchive.org/music/Aethyr/,http://www.myspace.com/aethyr777,"['drone', 'industrial', 'doom']"
10144,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Croxford/Andrews,http://freemusicarchive.org/music/CroxfordAndrews/,,[]
10145,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Various Artists,http://freemusicarchive.org/music/Various_Artists/,,[]
10146,,,https://freemusicarchive.org/img/generic/album-default-live.png,,My3yeah,http://freemusicarchive.org/music/My3yeah/,,[]
10147,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Caligine,http://freemusicarchive.org/music/Caligine/,,[]
10148,,,https://freemusicarchive.org/file/images/artists/Kyle_Clyde_-_20110213151349175.jpg,,Kyle Clyde,http://freemusicarchive.org/music/Kyle_Clyde/,http://www.myspace.com/kyleclyde,[]
10149,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Donato Epiro,http://freemusicarchive.org/music/Donato_Epiro/,,[]
1015,1998,,https://freemusicarchive.org/file/images/artists/Dan_Melchior_-_2009113014647511.jpg,,Dan Melchior,http://freemusicarchive.org/music/Dan_Melchior/,http://www.danmelchior.net/,['dan melchior']
10150,,,https://freemusicarchive.org/file/images/artists/Gamardah_Fungus_-_20121127153059501.jpeg,"Dnipropetrovsk, Ukraine",Gamardah Fungus,http://freemusicarchive.org/music/Gamardah_Fungus/,http://gamardahfungus.bandcamp.com/,[]
10151,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Ø+yn,http://freemusicarchive.org/music/yn/,,[]
10152,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Auraboris,http://freemusicarchive.org/music/Auraboris/,,[]
10153,,,https://freemusicarchive.org/img/generic/album-default-live.png,"Kharkiv/Lviv, Ukraine",Hokkei Quartet,http://freemusicarchive.org/music/Hokkei_Quartet/,,[]
10154,2005,,https://freemusicarchive.org/file/images/artists/Nada_Baba_-_2011061340558184.jpg,"Umeå, Sweden",NaDa BaBa,http://freemusicarchive.org/music/Nada_Baba/,http://poetwithtools.tumblr.com/,"['didgeridoo', 'psychedelic']"
10155,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Christian Television,http://freemusicarchive.org/music/Christian_Television/,,[]
10156,,,https://freemusicarchive.org/img/generic/album-default-live.png,,House Of Assignation,http://freemusicarchive.org/music/House_Of_Assignation/,,[]
10157,,,https://freemusicarchive.org/file/images/artists/Inca_Gold_-_2011021462929204.jpg,"London, UK",Inca Gold,http://freemusicarchive.org/music/Inca_Gold/,http://www.incagoldmusic.com/,[]
10159,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Shogun,http://freemusicarchive.org/music/Shogun/,,[]
10160,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Blitz Lunar,http://freemusicarchive.org/music/Blitz_Lunar/,,[]
10161,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Kulor,http://freemusicarchive.org/music/Kulor/,,[]
10162,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Keishi Yonao,http://freemusicarchive.org/music/Keishi_Yonao/,,[]
10163,,,https://freemusicarchive.org/img/generic/album-default-live.png,,"Torben ""Metal"" Hansen",http://freemusicarchive.org/music/Torben_Metal_Hansen/,,[]
10164,,,https://freemusicarchive.org/img/generic/album-default-live.png,,Bomb Boy,http://freemusicarchive.org/music/Bomb_Boy/,,[]
